text,labels
"Gledam te. Ti si, a nisi. Ruke su tvoje. A nisu. Bar mi pismo napiši da vidim po rukopisu. Gledam te. Sneg na kosi. I korak isti. Drag. I vetar pahulje nosi i zameće ti trag. Gledam te. A sneg sipa. I sve te više znam. U sobi miriše lipa. Ponoć je. Opet sam. ","Ljubavna poezija"
"Jezik sam ptica razaznavao i tajne ptičije odgonetao biljke sam razumeo, i u noćima prepisivao razgovor trava tolike sam pesme ispisao prepisujući rukopis vetra uz more, u noći, u planini tolike nevoljnike saslušati umeo i činiti im male radosti bez napora, bez sebičnosti imalo tolike sam dobrote i plemenitosti umeo u druge utkati a da i preveć ostane u meni san sam s radošću na oči nanosio i buđenju se kao drveće radovao dok sam te imao… ","Ljubavna poezija"
"Šta će u lepom vrtu Uveo bačen cvet? Na svetu nikog nemam – Treba li mene svet? Išo sam dalje, dalje, Ljubavi tražeći hlad, Da u tom hladu umrem, Čezneći starac mlad. Mloga mi lepa moma Darova pogled svoj: Al’ jedna što bijaše – O, bože, bože moj ! Prvi je pogled osto U srcu urezan, Mlađanih mojih leta Ovo je bio san. O njoj sam samo snivo, Ona mi beše sve! Neka me ona vole, A svet prezire. Svet mi je ona bila, Ja nebo, sunce njoj – Al’ preka sudba htede – O, bože, bože moj ! U ovu goru zađoh, U strani zavičaj, Ne gledam njeno lice, Njenoga oka sjaj. Samo se sećam raja Mladog života svog, Svakog poljupca, glasa, Pogleda njezinog. Pa tiho tužim, venem I kunem život svoj U ovoj pustoj gori O bože, bože moj! ","Ljubavna poezija"
"Ne zastani! Nemoj leći, O ti koji stalno sreći Gledas leđa; U sumrak, kad predah mami, Zemlja je u polutami Mračna, smeđa. Sa varljivog okeana Pena, para uzvitlana Kulja gusto. A kad gledaš tim vidikom, Nigde kuće! nikog, nikog! Pusto! Pusto! Noću – priča svuda ista: Kradljičevo oko blista Kraj tvog puta, A družina šumskih dama Ponekad je, jao nama! Nešto ljuta. One kreću sad u roju; Nemoj samo sresti koju Tu u tmini, Dok zloduha zračnih jato Započinje ples u zlatnoj Mesečini. ","Misaono - refleksivna poezija"
"Ne mogu više da budem sama Sama sred ljudi, a ulice šumne u gradu sama sred sale a ona vrvi od sveta Neću da me zanavek proguta tama Da mi se poslednji koraci polako prikradu Meni se s tobom obalom šeta Kraj naše breze, kraj senke njene na zidu Svejedno da l’ sam ti druga, treća ili peta Ili ko zna koja žena po redu Osećam, poslednja sam ti draga žena Ona koja se uvek najviše voli Ona s kojom se san nedosanjan sanja, Ona s kojom rastanak najviše boli Vidim poslednjim putem nepovratnog trena vrance vremena obvija predsmrtna pena mru nežni trenuci proleća i jeseni Idemo i osećam da je ostala meni Sva ona u tebi ljubav nedorečena ","Ljubavna poezija"
"Noćas me u snu tače neka ruka, Ne znam koja, Sasvim kratko, Samo večnost do tri dok izbroja. I od tog dodira dođe do spoja Mene i nekog zvezdanog sveta – Ne znam sa kojom od bezbroja Maglina, zvezda i planeta, Sa kojom od duga. Samo nijednoga nebeskog sloja, Nijednog kruga, Ne mogoh se setiti kad se prenuh – Sem one ruke Zaboravih sve u trenu. ","Ljubavna poezija"
"Svoj jedini život ti živiš u meni; Da budeš osećaj i san ti se sazda; Ne tražim na putu tvoj lik naslućeni – Daleko van tebe ide tvoja brazda. Oči su ti zato da oplode zvuke, I glas da molitvu u srcima rodi; Sav pokret izgleda zamah tvoje ruke; Ti sjaš u stvarima kao dan u vodi. Tvoj je dah da seme ne smrzne u njivi; Tvoja ljubav da bi bilo pobožnosti; Tvoja ravnodušnost, da može da živi Gordost očajanja i gorki čar zlosti. Ti nisi u sebi jer ti nema kraja; Tvoj govor počinje muziku svih voda; Reči su ti konci u tkivu sveg sjaja; Ideš, ko molitva, od zemlje do svoda. I ti si načelo većma nego biće… Noć da blisnu zvezde; zamah pobednika, Da bude pobeda… Lepota, otkriće, Pre nego mom duhu beše reč i slika. ","Ljubavna poezija"
"Čuj, plače Mesec mlad i žut. Slušaj me, draga, poslednji put. Umreću, pa kada se zaželiš mene, Ne viči ime moje u smiraj dana. Slušaj vetar sa lišća svelog, žutog. Pevaće ti: da sam ja ljubio jesen, A ne tvoje strasti, ni članke tvoje gole, No stisak granja rumenog uvenulog. A kad te za mnom srce zaboli: Zagrli i ljubi granu što vene. Ah, niko nema časti ni strasti ni plamena dosta da mene voli: No samo jablanovi viti I borovi pusti ponositi. No samo jablanovi viti I borovi pusti ponositi. ","Ljubavna poezija"
"Kad šuma svene ostaće nad njom zvezde rumene. Ponećeš svud, pošla ma kud, samo srce svoje gorko. Vetar studeni puše, ne stidi se mene nema duše, ni zakona, ni časti nad bolom ima vlasti još samo telo golo. Sve što sam voleo umrlo je vičući ime moje a ja mu ne mogah pomoći. Zbaci odelo svoje, U celoj zvezdanoj noći jedina radost nad bolom u telu tvom je golom. Sve nam dopušta tuga. ","Ljubavna poezija"
"Bila jednom jedna Kata U Perlezu blizu Čente Lepa kao sa plakata Pa i lepša na momente Imala je oči plave Original morska plavet Nosaše ih posred glave Tako da ti stane pamet Imala je lepa Kata Uz lepotu sto dukata Pa je bila tatamata Za sve momke iz Banata ","Ljubavna poezija"
"Hajde, ljubi me, ma i kradom, Sve do krvi, de, da grcam. Ne slaže se s voljom hladnom Vreli nemir moga srca. Prevrnute čaše, redom, Sred veselih nisu za nas. Jer, znaj draga, samo jednom Na zemlji se živi danas! Gledaj mirno, kao u dan, S maglom sivom pogled združi – Mesec, kao žuti gavran, Iznad zemlje sada kruži. Hajde ljubi – hoću tako. Trula je sad moja sreća. Gledaj tog što kruži kako I smrt moju već oseća. Malaksava snaga pusta! Umirem – već korak gubim! Sve do kraja draga usta Eh, hteo bih ja da ljubim. I san plavi nek me sretne, Smutnje moje nek prohuje, U šapatu trešnje cvetne „Ja sam tvoja“ – nek se čuje. I nek čaša piće sveto Prospe preko dana sivih – Pij i pevaj, mila: eto, Jedanput se samo živi! ","Ljubavna poezija"
"Ti ne voliš i ne žališ mene, nisam više mio srcu tvom? Gledajuć’ u stranu – strast ti vene sa rukama na ramenu mom. Smešak ti je mio, ti si mlada, reči moje ni nežne, ni grube. Kolike si volela do sada? Koje ruke pamtiš? Koje zube? Prošli su ko sena kraj tvog tela ne srevši se sa plamenom tvojim. Mnogima si ti u krilo sela, sada sediš na nogama mojim. Oči su ti poluzatvorene i ti sanjaš o drugome nekom, ali ljubav prošla je i mene, pa tonem u dragom i dalekom. Ovaj plamen sudbinom ne želi, plahovita beše ljubav vruća – i ko što smo slučajno se sreli, rastanak će biti bez ganuća. Ti ćeš proći putem pored mene da prokockaš sve te tužne zore. Tek ne diraj one neljubljene i ne mami one što ne gore. I kad s drugim budeš jedne noći u ljubavi, stojeći na cesti, možda i ja onuda ću proći i ponovo mi ćemo se sresti. Okrenuvši drugom bliže pleći ti ćeš glavom klimnuti mi lako. „Dobro veče“,tiho ćeš mi reći. „Dobro veče, miss“, i ja ću tako. Ništa srca neće nam ganuti, duše biće smirene odviše – ko izgori – ne može planuti, ko ljubljaše, taj ne ljubi više. ","Ljubavna poezija"
"Veče crne obrve natuče. Nečiji konji pred ulazom stoje. Da nisam mladost propio juče Da se juče nismo rastali nas dvoje. Ne škripi više trojko zadocnela! Naš život ode bez traga rumena. Možda će sutra bolnička postelja Da me upokoji za sva vremena. A možda ću sutra i ja sasvim drugi Otići odavde isceljenih grudi. Da pesmu kiše slušam u čas dugi I da živim tako k`o svi zdravi ljudi. Zaboraviću sve zle sile mraka, One što me muče dok ne dotuku. Oblici nežni i pojavo slatka! Pamtiću zauvek tu nežnu ruku. Zavolim li drugu, nek bude ma koja, Ali i s drugom, u sutonu blagom, Pričaću o tebi, o ljubavi moja, Koju sam nekad i ja zvao dragom. Pričaću kako je u svanuća rujna Tek’o naš život, ruža neuvela O glavo moja, glavo moja bujna… Do čega si me ti samo dovela? ","Ljubavna poezija"
"Ja umoran još ne bejah tako. Kroz mraz suri i sluz ovu belu Rjazansko ja vidim nebo lako, Prošlost svoju raskalašnu, celu. Mnoge žene ljubile su mene, Pa ne ljubih ni ja samo jednu. Možda zato sve su sile snene Navikle me na to vino medno? O, vi, pjane i beskrajne noći. Pune pira i tuča do krvi! Možda zato oko moje toči Ko iz trulog lišća truli crvi? Nož u leđe ne boli me, eno, Ne raduje ni pobeda laka. Onih vlasi zlaćano se seno Pretvorilo u cvet crnog maka. Pretvara se u pepeo slani, Mulj jeseni jedva se još zlati. Ne žalim vas, o, prokleti dani, Ništa neću ni da mi se vrati. Bez cilja, nekad, mučih svoje čelo, Osmeh gorki i sada me žaca. Prohte mi se da mi nosi telo Spokoj tihi, hladni svet mrtvaca. Ni sad nije odviše mi teško Da se valjam iz zgode u zgodu. Ko u ludačku košulju, vešto, Odenusmo u beton prirodu. No po redu, ko za letom leto, Smiri bes se i strasti u meni. Ponovo se ja poklanjam sveto Rodnom polju što se kroz dim peni. U kraj dragi gde rastoh pod klenom I po travi valjah se pun moći, Šaljem pozdrav jatu sada snenom, Sovi koja još rida u noći. Ja im kličem kroz prolećne dalji: „Mile ptice, u azurnoj draži, Razglasite da ja odskandalih, Neka vetar sad po zemlji počne Krilom svojim da mlati po raži“. ","Misaono - refleksivna poezija"
"Neko pesmu veselo pevuši, Daleko je, daleko od mene. Ja bih hteo da mu se pridružim, Al’ ne daju grudi razbijene. Uzaludno duša za njom žudi, U grudima traži slične zvuke, Zato što su i snagu i grudi Iznurile nevolja i muke. Odveć rano misli mi poleću Ka snovima zemlje ideala. Rano počeh da ropćem na sreću I mislim šta prošlost mi je dala. Rano dušom, strasnom, uzavrelom, Tražih sebe u dane sumorne, Pa ne mogu da pevam veselo, Nemam snage, grudi su umorne. ","Misaono - refleksivna poezija"
"Je li ovo ljubav, ili bolna jedna Potreba da ljubim? Ova želja plava, Je li želja srca moćnoga i čedna? Ili napor duše koja malaksava? Je li ovo žena koju ljubim, zbilja? Il’ sen na prolasku preko moga puta, Tumaranje misli bez svesti i cilja, I sve delo jednog bolnoga minuta! Ne znam; no na međi toga sna i jave, Vidim moje srce da čezne i pati. I suze kad dođu, rane zakrvave — Ja ni onda od tog ništa neću znati. ","Ljubavna poezija"
"Kao što jecavi vetar kroz noć žuri, tako moja želja tebi hrli, tako se moja čežnja za tobom budi. O, ti zbog koje bolujem, šta znaš ti o meni? Polako gasnu ova kasna svetla, dolaze dugi i besni sati. Noć ima tvoje lice, i vetar koji o ljubavi priča osmehuje se kao ti. ","Ljubavna poezija"
"Moje pesme stidljivo kucaju na tvoja vrata da se pred tobom poklone: hoćeš li mi otvoriti? Moje pesme imaju zvuk svile poput šuštanja tvoje haljine u predvorju Moje pesme mirišu kao ljupki zumbul u tvom vrtu. Moje su pesme u boju krvi odevene, u boju haljine tvoje šuštave i sjajne. Moje najlepše pesme blistaju, one su kao ti! Pred vratima stoje da ti se poklone: hoćeš li mi otvoriti? ","Ljubavna poezija"
"U zanosu, zaljubljene žene otkrivaju svoju tajnu i ona je naša za ceo život. Jer, ako Ljubav obmanuti ume, ako i Žudnja poznaje prevaru, kada se sjedine lagati ne mogu. Ti i ja smo se zakleli, i Žudnja se s Ljubavlju stopila, a ipak, nikad mi nisi otkrila, tu nemirnu zagonetku ko si. Za mene si večno ostala tajna! Onda si iznenada otišla, umorna od mene, i tako mi nanela poslednju bol; ali deo mene ostao je u tebi zarobljen. Kad ugledam te izdaleka kako ideš vitka, ja poželim tu nepoznatu lepu ženu kao da jednom nismo bili par. ","Ljubavna poezija"
"Moj jastuk me gleda svako veče Prazan kao nadgrobni kamen Ne znadoh da će toliko da peče Kada ostanem sam Kada nema tvoje kose da poljubac joj dam! Sam ležim, potpuno tih je dom I kandilo ugaslo Ispružam ruke ka telu tvom Da zagrlim te strasno Pa naginjem ka tebi vrela usta, Ali ljubim sam sebe i soba je pusta Kada se naglo prenem – Svud samo muk je noći ledene, Zvezda na nebu podrhtava – O gde je tvoje kose crvena Gde su ti slatka usta? U svakom veselju sad bol znam, U svakom vinu jad moram piti; Ne slutih koliko će gorko biti Kada ostanem sam, Sam i bez tebe kad moram biti. ","Ljubavna poezija"
"Pred mnogim vratima sam čekao. Na mnoga uha šapnuo svoju pesmu. I uvek kad se usta jedna predavala i žeđ bila ugašena, jedna blažena iluzija u grob bi silazila… Ostalo bi samo telo u prevarenoj ruci. Poljupci koje strašno moljah, duge noći koje grozničavo iščekivah… na kraju behu kao zgažen cvet, bez mirisa nestala lepota. Iz mnogih postelja ustao bih tužan kad je žudnja postala mi navika. Bežeći od užitka tražio sam san opet novu želju i svoju samoću… taj užitak moje je prokletstvo jer nesrećnim me čini da svaki san o njoj stvarnost uništava. Oklevajući, ruku ka novom cvetu pružam, da novom uhu svoju pesmu šapnem: Brani se, najlepša moja, zakopčaj haljinu svoju, opčini me, izmuči me nikad mi ne reci: da! ","Ljubavna poezija"
"Da ih blagosloviš poljupcima, Moji prsti tvoje traže. Želim pogled tvojim očima da napojim, Da u tvojoj kosi sakrijem lice, Da uvek budnim, poslušnim rukama U zanosu prihvatim tvoje, Da uvek novim plamenom oživim Tvoju lepotu, hiljade i hiljade puta, Dok dan i noć – sadašnjost i prošlost Za nas jedno ne postoje. Da se blaženi i sudbini zahvalni Vinemo izvan svakog bola, I izvan domašaja ovog sveta Sve dok mir ne nađemo. ","Ljubavna poezija"
"Kako su teški ovi dani! Ni vatre da me zagreje ni sunca da mi se nasmeši, samo pustoš, samo hladnoća, bez milosti! Neutešne gledaju me čak i jasne zvezde od kada spoznah da ljubav umire. ","Misaono - refleksivna poezija"
"Hteo bih da budem cvet kraj puta, a ti da naiđeš niz dolinu, da me uzbere tvoja ruka, i večno me uzme u svojinu. Hteo bih da sam i vino rujno, da ti potečem grlom belim, pa – kad se slijem s tobom bujno tebe i sebe da iscelim. ","Ljubavna poezija"
"Da li si mogla da zaboraviš da je tvoja ruka nekad u mojoj ležala, i da se neizmerna radost iz tvoje ruke u moju, s mojih usana na tvoje prelila, i da je tvoja kosa plava čitavo jedno kratko proleće ogrtač sreće mojoj ljubavi bila, i da je ovaj svet, nekada mirisan i raspevan, sada siv i umoran, bez ljubavnih oluja i naših malih ludosti? Zlo koje jedno drugom nanosimo vreme briše i srce zaboravlja; ali časovi sreće ostaju, njihov je sjaj u nama. ","Ljubavna poezija"
"Uveli cvetak bezmirisni pušten u knjizi gledam ja. I gle, već mnoštvom čudnih misli duša se moja puni sva. Kog proleća je cvao cvatom i čijom rukom skršen bi? Da l’ poznatom il’ nepoznatom? Zašto ga ovde ostavi? Možda za spomen na poznanstvo il’ na rastanak možda dug? Na kakvu šetnju kroz prostranstvo, kroz tiho polje, tamni lug? Živi li on il’ ona živi, gde li je njihov kutak sad? A možda su i uvenuli ko ovaj ovde cvjetić mlad? ","Misaono - refleksivna poezija"
"Ja ljubljah Vas, I možda jošte nije U duši mojoj nesto svaki trag Te kobne strasti. Al više neću Da mutim Vašeg srca pokoj drag. Ja ljubljah Vas bez riječi i bez nade I trzah sumnjom strasti srca svog; Ja ljubljah tako iskreno i nježno Da drugi tol Vas ljubi, daj Vam Bog! ","Ljubavna poezija"
"O, ako zbilja, dok je mrak Kad san utiša duše žive, I s neba padne sjajni zrak Na neme grobne ploče sive, O, ako zbilja u taj čas Opusti redom grob za grobom, Ja čekam tad na susret s tobom, Ja čekam tad tvoj lik, tvoj glas. O, dođi mi, kroz noć, kroz san, Onakva kao zadnjeg časa; Ko led i sva ko zimski dan; Od bola bleda i bez glasa . . . O, dođi mi što pre, što pre Ko vetra dah, ko zvuk, il’ tajna. Ko strašna sen, ko zvezda sjajna, Svejedno je: što pre, što pre! Ne zovem tebe ja zbog tog Da korim ljude čija zloba Učini kraj života tvog, Ni da pročitam tajne groba, I ne zbog tog što sumnji roj U duši nosim: da prebolim, Ne mogu ja; i sad te volim, I još sam ja ko nekad tvoj. ","Ljubavna poezija"
"Ja pamtim divno magnovenje, Kad sretoh tebe na svom putu, Ko svetlih snova ostvarenje, Ko neba dah u zemnom putu. Kroz burni život hitrobežni, Kroz strasti, iskušenja mnoga Ja dugo slušah glas tvoj nežni O sanjah crte lica tvoga. Al´ korak leta neizbežni Pogasio je mašte tajne, Zaglušio je glas tvoj nežni I otro lika crte sjajne. Teko je život, pun čeznuća, Pun mraka, zla i ropskih uza, Bez rajskog sna,bez nadahnuća, I bez božanstva i bez suza. Al´ opet nasta otkovenje, I sad si opet na mom putu Ko svetlih snova ostvarenja, Ko neba dah u zemnom kutu. I srce puno je pregnuća: Ti vraćaš sve što vreme uze, I rajske sne i nadahnuća. ","Ljubavna poezija"
"Pod sinjim nebom je, u rodnom kraju svom Venula setna, zamišljena… Na kraju uvela i možda, nada mnom Lebdela već je senka njena. No neprestupna crta stoji između nas: Zalud sam staru ljubav zvao S ravnodušnih sam usta čuo smrti glas, Ravnodušno ga saslušao. I eto koga ljubih dušom svojom svom S toliko teških žudnji, nada, S toliko bolnog tugovanja za njom, S toliko bezumlja i jada! Pa gde su patnje, ljubav? Sad u duši toj za senku koju smrt mi uze Za secanje na zivot nepovratni moj, ne nalazim ni bol ni suze. ","Ljubavna poezija"
"Tragao sam tragom grožđa što zri od tvoje vreline za čigrama grudi koje su moje bile, kroz okna ulazio u tamu planine i dizao prostirke senki koje su te krile. Ne gledaj me crnog od bola, crnjeg od katrana što kaplje preko leša dana i nedelja. Uđi mi u zenicu, ona je maglom protkana. Dve godine se tu beli tvoja prazna postelja. Uđi, rasporio sam lisicu, u njoj sam zbunio pticu. U ptici sam zaklao smrt u trbuhu pauka. U pauku ujeo vuka, uplašio bauka i skršio mu nogom rogatu desnicu. I krv pitao: Gde je, gde je, gde je ta neman, ta neman što smrt seje. ","Ljubavna poezija"
"Bejah tada admiral Među katarkama na kojima bukti po jedan meteor, Imađah samo jedan šal, Cipele stare I pod skutom paket sanja, A južni vetrovi, ko španske gitare, Obmotavahu moja putovanja. O to čudno i ludo detinjstvo moje, I te neustrašive oči zanesene! Ta spazma i nadzemaljske boje, Što mi u svakoj luci, na krilu, Doneše žene! Često mislim na jedan balkon ispod tamarisa, Pod kojim se u fosfornom snu ljulja luka, Sa kog mi punu šaku mirisa I zvezda baci jedna bela ruka. Te ne znam da li je to java bila, Ili se pijanom morskom vuku Pričinilo da umoran albatros, opuštenih krila, Spava na mesečevom luku. ","Misaono - refleksivna poezija"
"Nije u pitanju providna tajna koju verglaju jevanđelja: Ljubi svet! U meni je ogledalo svih ljubavi. I nije stvar u tome da li sam nov ili star, No uzbuna bela kao cvet: Postići harmoniju čije se munje ukrštaju preko našeg neba. Ovde sve poetike poniru kao ljubičaste magle: Kada će jednom potonuti tiranije I sutonima svih ljudskih beda zarđati noževi naših snova? Svirepu stvarnost dočarati u ovoj niziji, U kojoj ljudske baruštine truju sve horizonte. I ovde moja vera krvari kao rana! I sve sumnje lice na otkačene revolvere! Smej se! Plači! Često te komedije prevazilaze razum: Život nam dajte! Crvena čeljust budućnosti galvanizuje mi mozak. Nek struje vode! Nek se raduju putnici! I nek bude blagoslovena zemlja što miriše na gnoj! Iz naših vrtoglavica dunuće orkani: Budalo! šta imas od beskonačnosti? Kao prasnike ruža vetrovi će doneti daleka buđenja. Zašto onda da budemo tesni kao grobnice? Želiš Semiramidine vrtova koji se njišu između neba i zemlje, Između svih pojmova o snu i javi, I kao upaljen kreč muči te jedini san Da se udaviš u belini života… Na ovim drumovima, drugovi, u ljubavima tražimo isceljenje. Hej, budućnosti! Ako zaista nikada ne umireš, U maramicu pretvori moje bdenje Srce da mi ne prozebe! Kao da hodam između upaljenih jablanova. Na jednoj sam obali crvenoj kao koral. Nemoguće je zamisliti budućnost izvan oblika beskrajne dobrote. Meke kao trava. Na ovom drumu jedino sigurno koračamo ka ženi. Znam da će me jutro onesvestiti u proplanku njene kose. Neka bude! Ni jedno stablo ne šumi tako kao lišće naše krvi. Mužastven kao zemlja, iz mene se dime krateri ljubavi. Ako je ogledalo duša, ja bih na tvojoj koži napisao samo jednu reč: Podlac! Sve tvoje snove bih dao za šaku skakavaca. Bezumnice! Kad meso govori otvori usta kao mastan molitvenik. Ne vidim ti dušu ali ti truli zubi potsećaju na oronuli peščar. Tvoji plašljivi snovi o bogu liče na štenaru. Jezik ti je stub izdajstva. Slobodno priđi! Priđi javno! Hodnici ljubavi su najtrijumfalnije kapije. Što ubuduće da stvaramo jezuitskim misterijama? Mesnati nož u utrobi žene najlepši je cvet I sve zaslepljujuće energije protiču kroz mokraćni kanal. U tebi se zaledile vekovne naslage zabluda. Kad prilaziš meni govoriš o anđelima. Neka plove zvezdane eskadrile! Pljuni u plastron mesečine! Pusti da spavaju religiozne vrline! I neka tvoje ubeđenje bude čvrsto kao neophodnost irigatora! Pogledaj kako kiše ljube zemlju, Kako je snegovi pokrivaju! Pogledaj kako se lišće priljubljuje uz oblake I u belom cvetu kako spokojno spava leptir. Drugovi! Telom i ekstazama pokrijmo ljubav i korake. Treba jednom srušiti kulu stida, Koju sagradiše senilni starci i koju nazivaju: Moral. Moral je konj koji je crkao na Maratonskim trkama. Nad glečerima oblaka danas lete avioni. Radiotelegrafija pokreće lokomotive, Tiraniju neba ustrelio je brzometni top. Zašto onda da ne lipše pop I njegov moral? Svuda gde ima ljudi moral bi mogao da teče dijamantskim mlazovima sunca I svuda gde se ravnice ljube sa horizontima Poljubac čovekov bi mogao biti topao kao hleb. Gde god drumovi zadiru rezovima noža u zemlju Čovek bi mogao izvojevati prevlast nad plašnjama potsmešljivim. Jednom bi trebalo zadaviti malodušnost. Čemu bi inače služila sva naša razmišljanja o svetu i životu. Čovek biti! Čovek! Prostotom srca zaprepastiti kao što mlaz vode sa brega u ponor pada. Nijedna mudrost nam ne može dočarati lik ljubavne noći u krevetu. Nepokretne stvari postaju prijateljski simboli. Ne uzletati u nebo! Ostaviti tu magiju deci dok im zubi rastu. Ima li veće dobrote no biti voljen od nepoznatog? Primati ljubav kao kolajne! Tako čovek jedino zaboravlja na prolaznost. Spavati sa svojim požarom u grubim čaršavima I svake zore pored čaura snova zaticati gomilu mesa i splet nerava. S večeri gledati kako se podiže most na Savi, Crven kao duga! Pod njim se obale stapaju u poljubac, I ja se tako stapam mostom nade sa Marijom. Marija! Pod nama gori zemlja! Nebo plamti više nas! U ovoj noći su tvoja usta kao izvor! U ovoj noći najmirisnije trave su tvoje kose! U ovoj noći jedino žubori tvoja krv! Marija! Ugasi lampu… Marija! lete kantaride. U ogledalu tvoja košulja spava. Marija! zašto me srce boli? I zašto ti je koža strašno žuta kao spržena trava? Obećavam ti da neću piti! Marija! sve se vino na čaršav tvoje duše proli! Obećavam ti… picu iz tvog srca, Da me nikad više glava ne zaboli. Živim samo za ljubav i njenu zastavu visoko držim u ruci. Svih sam se mudrosti napio samo za taj pojam. Kao besno pseto gotov sam svakog da ujedem za srce, Jer nijedna rana lepše ne cveta na drugom delu tela. Marija! Reči su mrtve čaure lišća što sa jasika pada u oktobarske dane. Samo reč ljubav gori kao sveta vatra koja se nikada ne gasi. Buktinja je ta na mojim grudima Ja ću od nje sagoreti, Marija! Ja ću od nje umreti, Marija! Ljubav, Marija! Njom se oprašta na giljotini! U ime njeno nož se uvlači u korice! Ona ulepšava drumove i za nju se podižu balkoni! Ona procvetava vrtove Sevilje I za nju su grmeli topovi Oktobarske revolucije. Ljubav, Marija! Ona je stvorila zastave koje se čuvaju kao relikvije I zbog toga je crvene boje! I ja sam zbog nje u tvoje meso zario srce. Ljubav, Marija! Ljubav! Ljubav! Zašto putuju brodovi? Zašto se u nebo nebo dižu balkoni? Kuda to hukte zmijski vozovi? I za koga cvetaju beladonije? O, Marija! Šta briše sve naše podlosti, Prevazilazeći i agonije? Veliki moj druže! Samo su na ovom svetu božanski putevi ljubavi I zbog toga toplo sanjam život kao na zvezdama. Samo zbog toga sam gotov da se udavim u svačijoj suzi I nikad da ne budem ništa, Da isčeznem o pepelu njenog opraštanja. ","Ljubavna poezija"
"Noć me ta u mladosti stiže, Pa mi u srcu spava da ne ozebe! Videste li pseto koje čovek tera od sebe, A ono mu i dalje ruke liže? Sa mnom je tako: mogu i ne mogu bez nje. Kada se osamim zaogrne me ogrtačem snova. I mada mi davno reče sve, Uvek je za me nova. Danima se koljemo kao hijene I jedno u drugom vidimo kugu, A opet… izvan te kobne žene U mojoj duši nema mesta za drugu. Otkad se znamo sanjamo da se rastanemo, I već sam od toga kao mesec žut, Pa se opet neobjašnjivo sastanemo Da zajedno produžimo put. Ne znam više da li je to ljubav, Ili zagonetni čulni mrak; Znam samo da bih se bez nje razbio kao splav O rečni brzak. ","Ljubavna poezija"
"Nikad više, milo moje, nikad više! Nikad više onog leta, nema zašto cvet da cveta. Umrle su oči tvoje, nikad više, gotovo je! Plakati neću ja, milo moje! Oko je prazno i slepo. Sad jeste, zlo je, sve svršeno je, a bilo nam je, bilo nam je lepo! Sve je prošlo, milo moje, sve je prošlo! Ničeg nema, sve se gasi, nestali su oni glasi. Umrle su reči tvoje, sve je prošlo za nas dvoje. Plakati neću ja, milo moje! Oko je prazno i slepo. Sad jeste, zlo je, sve svršeno je, a bilo nam je, bilo nam je lepo! Otišlo je, milo moje, otišlo je! Moja prazna ruka vene, nema tebe pored mene. Umrlo je srce tvoje, gotovo je, otišlo je! ","Ljubavna poezija"
"O, ljubavi, budimo srećni. Dođi, sedi U senu što izgleda kao suton bledi. Koračajmo polako. Opusti se. Kloni. Sad, kad nema nikoga, ti se sa mnom skloni Iza gustih živica u to vrelo žito. Što ne mogu četiri zida dići hitro U tom kutku nevinom, kao čudom nekim! Priroda je uhoda sa korakom mekim; Sakrijmo se; ne veruj muku što nas rubi; Čuj kako ti kolena žarka duša ljubi, Jer ja sam samo duša, duša što ti tepa; No duša je sposobna da u kandže ščepa Ženu, i odnese je, i da svet potresa Tajanstvenim poklikom orla sa nebesa I zloslutnim čekanjem zveri koja reži. Što je divno postići cilj kome se teži, Slušati stišavanje blage opomene, Opiti se tajnama dragim što rumene Milo lice! Slatko je obećanje njeno Što za tren razmišljanja biće povučeno! Povučeno? Nikako. Biće još i jače… Sakrijmo se. Grana se izdajnički mače. Uvek se saznavalo gde i kad se kriju Eshil i Megarila pitomih očiju, I bilo bi odato njihovo šaptanje, Jer je oleandrima tad drhtalo granje. ","Ljubavna poezija"
"Pošto sam pehar tvoj, još pun, usnama tako; Pošto u tvoje ruke zaronih blijedim čelom; Pošto dah blagi katkad udisao sam lako, Dah tvoje duše, miris tamnim ovijen velom; Pošto mi bješe dano da te još čujem reći Riječ onu što na srce svoj tajni melem toči; Pošto viđeh u tuzi, pošto viđeh u sreći Tvoja usta na mojim, a pred očima oči; Pošto vidjeh gdje mi je nad sretnom glavom sjala Zvijezda tvoja, avaj, uvijek maglom omotana! Pošto vidjeh gdje mi je na val života pala Latica s ruže otrgnute od tvojih dana! Ja mogu godinama sada žurnim da velim: – Letite dalje, jer će starenje moje stati! Odlazite odavde s tim vašim cvijecem svelim, Ja imam cvijet kog nitko ne moze uzabrati! Udrite krilma, prosut nećete moći njima Tu čašu tako punu iz koje sada pijem. U meni više plama, no u vas pepela ima! Više no vi zaborava, ja ljubavi krijem! ","Ljubavna poezija"
"Rašcešljane kose i bosa je bila, sedeć, bosonoga, uz te trske mlade: dok prolazah tuda mišljah da je vila, i rekoh: „Hoćeš li doći u livade?“ Podiže na mene svoj pogled oholi što osta lepoti da na slavlje seća, i rekoh:“ Hoćeš li, dob je kad se voli, hoćeš li u šetnju pod senkom drveća?“ Brisala je stope kraj reke u travi: kad po drugi put zagleda se u me u nestašnoj djevi misao se javi, Oh! kako pevahu ptice udno šume! Kako voda blago ljubljaše obalu! Ugledah u trsci zelenoj i punoj devojčicu srećnu, divlju, ustreptalu, s kosom u očima, i s osmehom u njoj. ","Ljubavna poezija"
